Cust_id,account_length,area_code,phone_number,international_plan,Voice_mail_plan,Number_vmail_messages,Total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
Cust_1738,134,415,413-1789,no,No,0,197.9,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,FALSE
Cust_1739,127,408,414-1246,no,No,0,134.8,91,29.41,245.8,64,20.89,300,99,13.5,4.8,3,1.3,0,FALSE
Cust_1740,80,415,330-4978,no,No,0,191.4,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2,TRUE
Cust_1741,153,415,386-1631,no,No,0,174.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,FALSE
Cust_1742,85,415,363-1208,no,No,0,177.4,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,FALSE
Cust_1743,79,415,334-5263,no,No,0,182.1,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1,FALSE
Cust_1744,35,415,361-4137,no,No,0,222.4,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,FALSE
Cust_1745,120,408,374-8187,no,No,0,47.8,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,FALSE
Cust_1746,68,510,370-1525,no,No,0,121.8,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,FALSE
Cust_1747,60,408,355-3801,no,No,0,143.5,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,TRUE
Cust_1748,120,510,392-5605,no,No,0,164.9,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,FALSE
Cust_1749,71,510,363-1366,no,No,0,193.6,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,FALSE
Cust_1750,124,415,358-5274,no,No,0,101.1,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,FALSE
Cust_1751,23,510,376-9607,no,Yes,24,92.3,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,TRUE
Cust_1752,225,415,374-1213,no,No,0,168.9,142,31.06,246.5,63,20.95,218,103,9.81,8.8,2,2.38,1,FALSE
Cust_1753,181,415,421-8537,yes,Yes,29,219.2,83,27.42,124.4,83,10.57,262,98,11.79,14.1,3,3.81,0,TRUE
Cust_1754,63,415,351-5576,no,Yes,37,178.1,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,FALSE
Cust_1755,54,415,407-7258,yes,No,0,146.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,TRUE
Cust_1756,80,408,405-4420,yes,Yes,31,172.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,FALSE
Cust_1757,118,408,340-2855,yes,No,0,169.2,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,FALSE
Cust_1758,42,408,342-8002,yes,No,0,123.8,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2,FALSE
Cust_1759,134,408,355-6826,no,No,0,96,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,FALSE
Cust_1760,66,415,402-3886,no,Yes,27,93.4,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,FALSE
Cust_1761,66,415,336-5900,no,No,0,257.9,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,FALSE
Cust_1762,127,415,339-7684,no,Yes,29,85.2,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,FALSE
Cust_1763,146,510,390-2433,no,Yes,34,160,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0,FALSE
Cust_1764,93,408,360-7246,no,Yes,10,182.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1,FALSE
Cust_1765,77,415,335-6508,no,No,0,216.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,TRUE
Cust_1766,111,415,348-6720,no,No,0,261.7,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,TRUE
Cust_1767,125,415,406-6400,no,No,0,177.2,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,FALSE
Cust_1768,115,510,390-7370,no,No,0,89.5,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,FALSE
Cust_1769,115,510,390-5055,yes,No,0,145,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,TRUE
Cust_1770,114,408,405-7542,no,No,0,159.5,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,FALSE
Cust_1771,106,415,364-4927,no,No,0,151.8,112,26.96,220,114,18.7,252.9,106,11.38,9.1,3,2.46,0,FALSE
Cust_1772,118,415,329-3458,no,No,0,176.2,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2,FALSE
Cust_1773,59,510,331-3842,no,No,0,152.1,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,FALSE
Cust_1774,87,415,343-4147,yes,No,0,161.3,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,FALSE
Cust_1775,21,415,335-2274,no,No,0,171.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,1,1.78,1,FALSE
Cust_1776,142,408,343-3227,no,No,0,278.9,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,FALSE
Cust_1777,62,415,336-6907,no,Yes,27,213,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,FALSE
Cust_1778,149,415,331-1391,no,Yes,36,242.9,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,TRUE
Cust_1779,54,510,360-1643,no,No,0,217.2,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,FALSE
Cust_1780,112,510,410-2518,no,No,0,175.9,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,FALSE
Cust_1781,68,510,344-4970,no,No,0,303.2,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,FALSE
Cust_1782,201,415,408-1486,no,No,0,238.9,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,FALSE
Cust_1783,88,510,396-1648,no,Yes,22,189.6,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1,FALSE
Cust_1784,85,415,391-2022,no,No,0,133.3,97,24.58,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1,FALSE
Cust_1785,51,415,420-6465,yes,Yes,28,92.7,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,TRUE
Cust_1786,45,510,398-2628,no,No,0,177.2,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,FALSE
Cust_1787,116,510,409-5519,no,No,0,184.5,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,FALSE
Cust_1788,146,408,391-8554,no,Yes,24,176.1,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,FALSE
Cust_1789,63,510,395-1693,no,No,0,204.7,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,FALSE
Cust_1790,133,510,393-3194,no,No,0,143.6,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,FALSE
Cust_1791,125,408,328-3402,no,No,0,179.3,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,FALSE
Cust_1792,72,510,411-4781,no,No,0,137.3,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,FALSE
Cust_1793,130,408,401-2581,no,No,0,237.8,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,FALSE
Cust_1794,97,415,385-1214,no,No,0,203.7,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,FALSE
Cust_1795,54,415,348-6853,no,Yes,25,191.3,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,TRUE
Cust_1796,160,415,341-8412,no,No,0,209.1,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,FALSE
Cust_1797,79,415,330-8142,no,Yes,33,88.8,90,24.48,135.8,91,11.54,212.4,129,9.56,13,4,3.51,1,FALSE
Cust_1798,92,415,361-1404,no,No,0,137.9,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,FALSE
Cust_1799,59,415,375-9671,no,Yes,13,207.6,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1,FALSE
Cust_1800,132,510,372-1824,no,No,0,268.1,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,FALSE
Cust_1801,21,510,408-3606,no,No,0,166.7,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,FALSE
Cust_1802,93,415,333-3595,no,No,0,181.8,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,FALSE
Cust_1803,147,415,379-7009,no,No,0,147.1,78,43.21,228.1,105,19.39,98,125,4.41,13.8,7,3.73,5,FALSE
Cust_1804,101,510,411-4940,no,Yes,29,37.7,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,FALSE
Cust_1805,125,415,409-7523,yes,No,0,185,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,TRUE
Cust_1806,63,415,408-6725,no,No,0,156.4,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,FALSE
Cust_1807,107,415,350-2384,no,No,0,239.3,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,FALSE
Cust_1808,110,408,348-1706,no,No,0,134.9,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,FALSE
Cust_1809,83,415,415-6145,no,No,0,194.8,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,FALSE
Cust_1810,117,408,373-3731,no,No,0,92.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,FALSE
Cust_1811,124,415,341-3349,no,No,0,209.4,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0,FALSE
Cust_1812,115,510,399-8859,no,No,0,197.6,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,FALSE
Cust_1813,156,408,377-4518,yes,No,0,17.6,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,FALSE
Cust_1814,89,408,341-1594,no,Yes,28,202.3,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,FALSE
Cust_1815,72,415,418-8770,no,No,0,136.1,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,FALSE
Cust_1816,101,415,332-9118,no,No,0,207,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,FALSE
Cust_1817,53,415,386-1418,no,Yes,33,207.9,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,FALSE
Cust_1818,116,408,393-3535,no,No,0,276.5,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2,FALSE
Cust_1819,78,408,328-9006,no,Yes,31,313.8,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,FALSE
Cust_1820,117,415,402-2482,no,Yes,25,288.5,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,FALSE
Cust_1821,56,510,408-4865,no,Yes,35,64.9,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,FALSE
Cust_1822,123,408,396-6247,no,Yes,26,243.5,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,FALSE
Cust_1823,127,408,396-9462,no,No,0,197,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,FALSE
Cust_1824,116,415,396-9279,no,Yes,31,278,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,FALSE
Cust_1825,138,510,363-8715,no,Yes,37,219.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1,FALSE
Cust_1826,120,415,356-1358,no,Yes,16,145.7,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,FALSE
Cust_1827,102,408,360-7839,no,Yes,37,75.8,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,FALSE
Cust_1828,95,415,364-8774,no,No,0,195.9,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2,FALSE
Cust_1829,102,408,348-5038,no,No,0,124,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,FALSE
Cust_1830,89,415,365-4728,no,No,0,171.9,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,FALSE
Cust_1831,50,408,351-9037,no,Yes,31,249.4,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,FALSE
Cust_1832,93,415,397-9184,no,No,0,228.4,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,FALSE
Cust_1833,68,510,398-4538,no,No,0,168.6,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,FALSE
Cust_1834,70,408,382-6827,no,No,0,123.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,FALSE
Cust_1835,138,415,408-1340,no,No,0,178.7,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,FALSE
Cust_1836,141,415,333-9511,no,No,0,113.2,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16,4,FALSE
Cust_1837,112,415,358-7379,no,Yes,25,142.4,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,FALSE
Cust_1838,117,510,397-1766,yes,Yes,38,204.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,TRUE
Cust_1839,1,408,331-2144,no,No,0,149.7,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1,FALSE
Cust_1840,70,415,345-7014,no,No,0,227.1,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,FALSE
Cust_1841,87,510,395-1898,no,No,0,155.3,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,FALSE
Cust_1842,52,510,373-8920,no,No,0,156.4,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,FALSE
Cust_1843,97,408,373-8908,no,Yes,42,148.7,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,TRUE
Cust_1844,105,408,415-1203,no,No,0,271.7,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,FALSE
Cust_1845,77,510,369-7017,no,No,0,193.7,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,TRUE
Cust_1846,80,415,420-8435,yes,No,0,245.3,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,TRUE
Cust_1847,120,510,395-2579,no,No,0,196.1,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,FALSE
Cust_1848,54,408,405-7850,no,Yes,31,225,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,FALSE
Cust_1849,148,510,394-7710,yes,No,0,189.7,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,FALSE
Cust_1850,119,408,342-4122,no,No,0,142.9,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,TRUE
Cust_1851,162,408,340-1876,no,No,0,175.6,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,TRUE
Cust_1852,85,510,383-6095,no,No,0,92.4,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,TRUE
Cust_1853,101,510,413-1061,no,No,0,92.8,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,FALSE
Cust_1854,172,415,343-5347,no,Yes,27,221.7,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,FALSE
Cust_1855,80,415,376-4861,no,No,0,159.6,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,FALSE
Cust_1856,67,510,417-2265,no,No,0,159.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,FALSE
Cust_1857,86,408,419-7415,no,No,0,49.9,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,FALSE
Cust_1858,107,415,407-2259,no,Yes,32,116.9,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,TRUE
Cust_1859,133,510,333-2906,no,No,0,254.4,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,FALSE
Cust_1860,116,510,360-7477,no,No,0,207,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,FALSE
Cust_1861,63,408,342-5243,no,No,0,145.3,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,FALSE
Cust_1862,119,408,417-3999,yes,Yes,25,230.7,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,TRUE
Cust_1863,133,408,379-1720,yes,No,0,151.5,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,TRUE
Cust_1864,94,408,368-3117,yes,No,0,146.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,FALSE
Cust_1865,69,510,352-5000,no,Yes,35,200.2,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,FALSE
Cust_1866,146,408,405-7676,no,No,0,150.7,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,TRUE
Cust_1867,119,510,361-2349,no,No,0,186,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,TRUE
Cust_1868,142,408,383-2901,yes,No,0,212.9,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,FALSE
Cust_1869,123,408,369-7049,no,No,0,194.8,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,FALSE
Cust_1870,101,408,387-5533,no,Yes,30,272.5,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,TRUE
Cust_1871,43,415,362-3660,no,No,0,135.1,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,0,FALSE
Cust_1872,69,408,357-3577,no,Yes,35,230.5,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,FALSE
Cust_1873,15,510,394-3312,yes,No,0,143.3,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,FALSE
Cust_1874,107,510,395-8330,no,No,0,271.1,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,FALSE
Cust_1875,67,510,373-8895,no,No,0,253.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,FALSE
Cust_1876,99,415,386-4581,no,No,0,167.1,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,FALSE
Cust_1877,46,415,354-8191,no,No,0,104.7,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,FALSE
Cust_1878,55,408,359-7562,yes,No,0,135.4,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,FALSE
Cust_1879,39,415,359-4336,no,No,0,144.8,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,TRUE
Cust_1880,92,510,336-9901,no,No,0,98.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,FALSE
Cust_1881,56,415,406-3069,no,No,0,157.8,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,TRUE
Cust_1882,76,415,334-6519,no,Yes,37,163,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,TRUE
Cust_1883,132,408,361-8113,yes,No,0,181.6,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,FALSE
Cust_1884,140,510,347-9769,no,No,0,129,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,FALSE
Cust_1885,51,510,352-9130,yes,No,0,86,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,FALSE
Cust_1886,27,408,378-4557,no,Yes,17,193.9,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,FALSE
Cust_1887,224,510,360-8919,no,No,0,109.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,FALSE
Cust_1888,105,510,405-4109,yes,No,0,188.9,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,TRUE
Cust_1889,117,408,381-2498,no,No,0,179.9,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,FALSE
Cust_1890,91,415,357-5696,no,No,0,183.4,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,TRUE
Cust_1891,135,415,412-2947,no,No,0,288.1,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,FALSE
Cust_1892,146,415,363-3571,no,No,0,169.2,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,FALSE
Cust_1893,147,415,405-5403,yes,No,0,207.7,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,TRUE
Cust_1894,68,510,330-9354,no,No,0,169.5,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,TRUE
Cust_1895,68,408,396-7091,no,No,0,141.5,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,FALSE
Cust_1896,86,408,398-3004,no,No,0,154.8,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0,FALSE
Cust_1897,131,415,400-4020,no,No,0,133.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,FALSE
Cust_1898,86,415,356-3448,no,No,0,224.6,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,FALSE
Cust_1899,159,415,335-2019,no,No,0,273.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,TRUE
Cust_1900,134,415,332-6633,no,No,0,104,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,1,FALSE
Cust_1901,113,510,359-7648,no,Yes,31,115.4,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,FALSE
Cust_1902,132,408,412-9190,no,No,0,222.1,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,FALSE
Cust_1903,85,415,368-9007,no,No,0,116.4,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,FALSE
Cust_1904,93,510,384-5632,yes,No,0,217.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,TRUE
Cust_1905,174,408,352-6068,no,No,0,129.4,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,TRUE
Cust_1906,61,415,343-9645,no,Yes,33,161.8,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,FALSE
Cust_1907,91,415,384-7873,no,Yes,29,198.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,FALSE
Cust_1908,88,408,396-2187,no,Yes,45,147.8,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,FALSE
Cust_1909,88,408,383-5109,no,No,0,262.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,FALSE
Cust_1910,195,415,377-7843,no,No,0,246.4,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,FALSE
Cust_1911,182,415,382-7999,no,No,0,174.3,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,FALSE
Cust_1912,118,408,328-1222,no,No,0,183.4,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,FALSE
Cust_1913,103,408,371-1727,no,No,0,191.9,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,TRUE
Cust_1914,65,510,369-8871,no,No,0,187.8,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,FALSE
Cust_1915,61,408,335-9726,no,No,0,259.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,FALSE
Cust_1916,172,415,357-3709,no,No,0,180.4,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,FALSE
Cust_1917,72,415,422-9964,no,No,0,51.8,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,FALSE
Cust_1918,113,510,366-9211,no,No,0,303.9,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,FALSE
Cust_1919,177,408,384-9033,no,Yes,36,123.7,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,FALSE
Cust_1920,100,408,382-4932,no,No,0,206.2,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,TRUE
Cust_1921,67,415,404-7518,no,No,0,164.3,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,FALSE
Cust_1922,136,415,353-1954,no,No,0,228.6,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,FALSE
Cust_1923,71,415,391-7166,no,Yes,22,200.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,FALSE
Cust_1924,134,408,370-9000,no,No,0,154.3,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,FALSE
Cust_1925,124,415,332-3642,no,Yes,30,122.9,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,FALSE
Cust_1926,84,415,412-3898,no,No,0,220.8,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,FALSE
Cust_1927,39,408,366-5640,no,No,0,214.6,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,FALSE
Cust_1928,110,510,356-2302,no,No,0,202,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,FALSE
Cust_1929,102,510,345-9018,no,Yes,32,209.5,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,FALSE
Cust_1930,70,415,365-6205,no,No,0,297.9,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,FALSE
Cust_1931,142,415,337-1151,no,No,0,212.8,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,FALSE
Cust_1932,81,510,374-4664,yes,Yes,19,152.9,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,FALSE
Cust_1933,17,415,396-9656,no,No,0,125.4,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,FALSE
Cust_1934,119,408,377-5043,no,Yes,25,138.3,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,TRUE
Cust_1935,105,415,401-7359,no,No,0,189.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,TRUE
Cust_1936,108,415,375-2184,yes,No,0,199.3,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,TRUE
Cust_1937,90,415,367-6005,no,No,0,294.9,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,FALSE
Cust_1938,100,415,364-2166,no,No,0,175.4,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,1,FALSE
